date,shift,machine_id,planned_minutes,actual_run_minutes,downtime_minutes,ideal_cycle_time_seconds,total_count,good_count,downtime_reason
2024-03-30,B,Line-2,408.0,289.3,118.7,34.73,479,432,material_shortage
2024-03-30,C,Line-3,408.0,296.2,111.8,25.09,707,664,breakdown
2024-03-30,C,Line-4,408.0,305.2,102.8,39.21,462,421,setup
2024-03-31,A,Line-1,408.0,345.5,62.5,30.42,696,657,operator_break
2024-03-31,A,Line-2,408.0,299.4,108.6,35.66,485,452,breakdown
2024-03-31,B,Line-3,408.0,323.4,84.6,25.47,730,669,breakdown
2024-03-31,B,Line-4,408.0,309.6,98.4,39.9,487,459,setup
2024-04-01,C,Line-1,480.0,453.1,26.9,29.94,883,859,setup
2024-04-01,A,Line-2,480.0,395.2,84.8,34.93,666,597,material_shortage
2024-04-01,A,Line-3,480.0,407.9,72.1,25.31,948,896,quality_check
2024-04-01,C,Line-4,480.0,431.0,49.0,39.35,640,588,operator_break
2024-04-02,A,Line-1,480.0,434.9,45.1,30.43,862,827,setup
2024-04-02,B,Line-2,480.0,440.0,40.0,34.32,794,754,setup
2024-04-02,C,Line-3,480.0,411.6,68.4,24.76,1028,920,setup
2024-04-02,B,Line-4,480.0,423.7,56.3,40.65,645,601,breakdown
2024-04-03,A,Line-1,480.0,473.3,6.7,30.0,935,864,material_shortage
2024-04-03,B,Line-2,480.0,416.9,63.1,34.51,733,689,quality_check
2024-04-03,C,Line-3,480.0,409.4,70.6,24.64,966,932,operator_break
2024-04-03,B,Line-4,480.0,442.3,37.7,39.23,668,637,operator_break
2024-04-04,B,Line-1,480.0,429.0,51.0,29.43,883,796,maintenance
2024-04-04,A,Line-2,480.0,414.8,65.2,35.04,729,699,power_outage
2024-04-04,B,Line-3,480.0,422.1,57.9,25.24,1029,965,operator_break
2024-04-04,C,Line-4,480.0,429.7,50.3,40.55,615,587,maintenance
2024-04-05,B,Line-1,480.0,426.5,53.5,30.08,820,788,maintenance
2024-04-05,B,Line-2,480.0,390.6,89.4,34.35,651,597,breakdown
2024-04-05,A,Line-3,480.0,453.2,26.8,25.22,1123,1065,material_shortage
2024-04-05,A,Line-4,480.0,441.5,38.5,39.43,645,610,material_shortage
2024-04-06,C,Line-1,408.0,298.4,109.6,29.76,579,529,power_outage
2024-04-06,B,Line-2,408.0,296.5,111.5,34.54,539,499,power_outage
2024-04-06,C,Line-3,408.0,308.7,99.3,25.19,707,670,power_outage
2024-04-06,C,Line-4,408.0,325.0,83.0,40.74,456,439,power_outage
2024-04-07,A,Line-1,408.0,328.0,80.0,30.29,632,629,setup
2024-04-07,C,Line-2,408.0,295.9,112.1,35.32,494,439,breakdown
2024-04-07,B,Line-3,408.0,320.4,87.6,24.89,790,773,power_outage
2024-04-07,C,Line-4,408.0,322.2,85.8,39.8,501,485,quality_check
2024-04-08,B,Line-1,480.0,444.3,35.7,29.42,884,809,material_shortage
2024-04-08,B,Line-2,480.0,401.8,78.2,35.62,709,645,power_outage
2024-04-08,B,Line-3,480.0,419.3,60.7,24.93,963,877,power_outage
2024-04-08,A,Line-4,480.0,421.1,58.9,40.37,611,555,setup
2024-04-09,B,Line-1,480.0,430.4,49.6,29.4,841,811,quality_check
2024-04-09,B,Line-2,480.0,407.8,72.2,34.54,693,622,changeover
2024-04-09,A,Line-3,480.0,429.6,50.4,25.14,1013,944,material_shortage
2024-04-09,C,Line-4,480.0,433.0,47.0,39.94,632,588,setup
2024-04-10,C,Line-1,480.0,440.9,39.1,30.56,873,821,maintenance
2024-04-10,A,Line-2,480.0,421.4,58.6,35.51,710,676,operator_break
2024-04-10,B,Line-3,480.0,402.9,77.1,25.02,973,951,setup
2024-04-10,C,Line-4,480.0,443.3,36.7,40.76,672,632,operator_break
2024-04-11,B,Line-1,480.0,395.5,84.5,29.71,831,791,setup
2024-04-11,C,Line-2,480.0,383.9,96.1,35.5,650,609,breakdown
2024-04-11,A,Line-3,480.0,409.7,70.3,24.65,1006,939,changeover
2024-04-11,B,Line-4,480.0,443.5,36.5,39.66,673,621,material_shortage
2024-04-12,B,Line-1,480.0,429.7,50.3,29.88,872,821,material_shortage
2024-04-12,A,Line-2,480.0,404.0,76.0,34.63,717,669,changeover
2024-04-12,B,Line-3,480.0,408.0,72.0,25.36,983,932,setup
2024-04-12,A,Line-4,480.0,461.2,18.8,40.52,667,617,quality_check
2024-04-13,A,Line-1,408.0,294.8,113.2,30.02,581,524,changeover
2024-04-13,A,Line-2,408.0,300.1,107.9,34.49,540,515,breakdown
2024-04-13,B,Line-3,408.0,312.0,96.0,24.55,751,685,material_shortage
2024-04-13,A,Line-4,408.0,317.7,90.3,39.4,461,428,quality_check
2024-04-14,A,Line-1,408.0,339.8,68.2,30.41,654,636,setup
2024-04-14,C,Line-2,408.0,294.3,113.7,35.1,526,506,maintenance
2024-04-14,A,Line-3,408.0,316.9,91.1,25.47,760,703,breakdown
2024-04-14,C,Line-4,408.0,320.7,87.3,39.6,500,471,power_outage
2024-04-15,C,Line-1,480.0,438.6,41.4,29.66,869,825,quality_check
2024-04-15,C,Line-2,480.0,391.6,88.4,35.23,689,631,quality_check
2024-04-15,C,Line-3,480.0,419.5,60.5,24.78,998,904,quality_check
2024-04-15,C,Line-4,480.0,440.1,39.9,40.42,679,655,maintenance
2024-04-16,C,Line-1,480.0,435.8,44.2,30.0,853,832,material_shortage
2024-04-16,C,Line-2,480.0,409.1,70.9,35.1,677,637,setup
2024-04-16,B,Line-3,480.0,415.8,64.2,24.8,972,927,operator_break
2024-04-16,C,Line-4,480.0,436.3,43.7,39.61,681,657,setup
2024-04-17,C,Line-1,480.0,462.5,17.5,30.45,904,879,material_shortage
2024-04-17,A,Line-2,480.0,415.6,64.4,34.96,739,698,changeover
2024-04-17,A,Line-3,480.0,416.2,63.8,25.03,988,957,setup
2024-04-17,A,Line-4,480.0,455.4,24.6,40.63,705,664,changeover
2024-04-18,A,Line-1,480.0,445.6,34.4,30.16,842,774,maintenance
2024-04-18,B,Line-2,480.0,395.9,84.1,35.4,689,611,operator_break
2024-04-18,C,Line-3,480.0,391.9,88.1,24.7,939,838,material_shortage
2024-04-18,A,Line-4,480.0,440.3,39.7,40.2,640,616,material_shortage
2024-04-19,C,Line-1,480.0,455.5,24.5,29.45,969,903,operator_break
2024-04-19,A,Line-2,480.0,406.5,73.5,35.69,672,642,material_shortage
2024-04-19,C,Line-3,480.0,437.7,42.3,24.72,1113,1008,breakdown
2024-04-19,C,Line-4,480.0,434.2,45.8,40.24,617,596,setup
2024-04-20,A,Line-1,408.0,309.5,98.5,30.4,583,537,material_shortage
2024-04-20,C,Line-2,408.0,293.4,114.6,34.51,519,478,setup
2024-04-20,B,Line-3,408.0,318.4,89.6,24.92,797,733,maintenance
2024-04-20,A,Line-4,408.0,304.3,103.7,39.52,448,415,quality_check
2024-04-21,A,Line-1,408.0,319.7,88.3,30.49,640,618,breakdown
2024-04-21,C,Line-2,408.0,310.1,97.9,35.47,533,475,breakdown
2024-04-21,A,Line-3,408.0,329.8,78.2,24.96,830,782,breakdown
2024-04-21,A,Line-4,408.0,313.8,94.2,39.78,481,451,breakdown
2024-04-22,B,Line-1,480.0,453.0,27.0,30.47,932,859,maintenance
2024-04-22,B,Line-2,480.0,393.1,86.9,34.86,707,633,material_shortage
2024-04-22,B,Line-3,480.0,430.7,49.3,25.2,980,941,setup
2024-04-22,C,Line-4,480.0,433.1,46.9,40.11,643,605,maintenance
2024-04-23,A,Line-1,480.0,469.4,10.6,29.56,992,928,material_shortage
2024-04-23,C,Line-2,480.0,372.6,107.4,34.32,675,627,maintenance
2024-04-23,A,Line-3,480.0,390.2,89.8,25.02,954,862,quality_check
2024-04-23,C,Line-4,480.0,431.1,48.9,40.23,620,600,changeover
2024-04-24,A,Line-1,480.0,466.6,13.4,30.42,954,885,operator_break
2024-04-24,A,Line-2,480.0,427.9,52.1,35.01,737,677,maintenance
2024-04-24,A,Line-3,480.0,400.8,79.2,24.95,927,847,quality_check
2024-04-24,C,Line-4,480.0,450.9,29.1,40.08,697,672,power_outage
2024-04-25,B,Line-1,480.0,438.5,41.5,30.54,849,775,setup
2024-04-25,A,Line-2,480.0,422.3,57.7,35.14,736,676,operator_break
2024-04-25,A,Line-3,480.0,423.5,56.5,25.46,977,897,maintenance
2024-04-25,A,Line-4,480.0,461.7,18.3,40.51,700,646,setup
2024-04-26,C,Line-1,480.0,456.2,23.8,30.34,921,832,material_shortage
2024-04-26,A,Line-2,480.0,410.5,69.5,35.38,692,630,power_outage
2024-04-26,A,Line-3,480.0,423.3,56.7,24.93,1027,977,maintenance
2024-04-26,B,Line-4,480.0,419.9,60.1,40.5,597,560,quality_check
2024-04-27,B,Line-1,408.0,310.4,97.6,30.31,600,598,power_outage
2024-04-27,C,Line-2,408.0,287.5,120.5,35.14,509,464,changeover
2024-04-27,C,Line-3,408.0,319.1,88.9,24.7,784,728,setup
2024-04-27,C,Line-4,408.0,311.7,96.3,40.76,444,423,maintenance
2024-04-28,B,Line-1,408.0,337.3,70.7,30.2,664,641,maintenance
2024-04-28,A,Line-2,408.0,298.3,109.7,34.32,501,460,breakdown
2024-04-28,C,Line-3,408.0,318.9,89.1,24.75,799,771,setup
2024-04-28,C,Line-4,408.0,333.2,74.8,39.36,526,514,changeover
2024-04-29,B,Line-1,480.0,438.1,41.9,30.24,886,794,material_shortage
2024-04-29,C,Line-2,480.0,400.7,79.3,34.74,695,610,setup
2024-04-29,C,Line-3,480.0,444.0,36.0,25.13,1082,989,quality_check
2024-04-29,A,Line-4,480.0,444.8,35.2,40.74,641,582,quality_check
2024-04-30,A,Line-1,480.0,472.3,7.7,29.73,930,863,changeover
2024-04-30,C,Line-2,480.0,407.4,72.6,34.52,683,630,breakdown
2024-04-30,A,Line-3,480.0,411.2,68.8,24.86,1020,928,setup
2024-04-30,A,Line-4,480.0,445.0,35.0,39.45,679,636,material_shortage
2024-05-01,C,Line-1,480.0,442.1,37.9,30.14,877,828,maintenance
2024-05-01,A,Line-2,480.0,437.5,42.5,34.92,782,725,quality_check
2024-05-01,B,Line-3,480.0,421.0,59.0,24.89,1019,957,changeover
2024-05-01,A,Line-4,480.0,425.7,54.3,39.98,625,595,material_shortage
2024-05-02,C,Line-1,480.0,454.1,25.9,29.41,886,854,maintenance
2024-05-02,C,Line-2,480.0,395.7,84.3,35.05,691,653,maintenance
2024-05-02,B,Line-3,480.0,425.5,54.5,25.22,965,866,setup
2024-05-02,B,Line-4,480.0,437.3,42.7,39.56,647,598,quality_check
2024-05-03,A,Line-1,480.0,439.3,40.7,30.26,832,795,breakdown
2024-05-03,B,Line-2,480.0,400.6,79.4,34.71,705,653,material_shortage
2024-05-03,B,Line-3,480.0,402.7,77.3,24.72,1001,951,changeover
2024-05-03,B,Line-4,480.0,441.0,39.0,40.28,684,652,maintenance
2024-05-04,A,Line-1,408.0,325.4,82.6,29.45,667,627,quality_check
2024-05-04,C,Line-2,408.0,285.5,122.5,35.56,474,438,maintenance
2024-05-04,C,Line-3,408.0,311.8,96.2,24.61,773,718,breakdown
2024-05-04,B,Line-4,408.0,313.2,94.8,39.67,453,415,maintenance
2024-05-05,B,Line-1,408.0,340.9,67.1,29.74,658,617,operator_break
2024-05-05,B,Line-2,408.0,287.8,120.2,35.12,494,453,setup
2024-05-05,B,Line-3,408.0,318.0,90.0,25.14,741,698,maintenance
2024-05-05,C,Line-4,408.0,306.8,101.2,39.77,453,432,breakdown
2024-05-06,A,Line-1,480.0,458.5,21.5,29.64,950,914,maintenance
2024-05-06,A,Line-2,480.0,374.5,105.5,35.44,639,589,breakdown
2024-05-06,C,Line-3,480.0,407.8,72.2,25.28,955,881,maintenance
2024-05-06,A,Line-4,480.0,442.4,37.6,40.0,636,590,breakdown
2024-05-07,C,Line-1,480.0,466.2,13.8,30.02,926,855,power_outage
2024-05-07,A,Line-2,480.0,397.9,82.1,35.32,705,625,maintenance
2024-05-07,A,Line-3,480.0,440.1,39.9,25.41,1024,962,operator_break
2024-05-07,C,Line-4,480.0,447.8,32.2,39.37,714,684,material_shortage
2024-05-08,B,Line-1,480.0,448.9,31.1,29.84,916,895,operator_break
2024-05-08,C,Line-2,480.0,421.2,58.8,34.87,747,678,maintenance
2024-05-08,C,Line-3,480.0,456.2,23.8,25.01,1070,967,setup
2024-05-08,B,Line-4,480.0,448.3,31.7,39.57,700,668,operator_break
2024-05-09,C,Line-1,480.0,428.4,51.6,29.69,833,784,setup
2024-05-09,C,Line-2,480.0,387.8,92.2,34.38,660,590,power_outage
2024-05-09,B,Line-3,480.0,443.7,36.3,25.32,1098,1009,quality_check
2024-05-09,A,Line-4,480.0,425.4,54.6,40.53,636,606,maintenance
2024-05-10,A,Line-1,480.0,434.4,45.6,30.51,862,791,material_shortage
2024-05-10,A,Line-2,480.0,417.6,62.4,35.5,706,641,setup
2024-05-10,C,Line-3,480.0,436.3,43.7,25.03,1072,946,quality_check
2024-05-10,A,Line-4,480.0,423.4,56.6,40.7,635,591,material_shortage
2024-05-11,C,Line-1,408.0,320.6,87.4,30.32,624,609,power_outage
2024-05-11,C,Line-2,408.0,284.2,123.8,34.66,505,473,breakdown
2024-05-11,C,Line-3,408.0,316.1,91.9,25.29,755,687,breakdown
2024-05-11,B,Line-4,408.0,338.2,69.8,39.85,489,466,quality_check
2024-05-12,B,Line-1,408.0,339.0,69.0,30.22,690,657,maintenance
2024-05-12,B,Line-2,408.0,302.3,105.7,34.98,543,515,changeover
2024-05-12,B,Line-3,408.0,310.9,97.1,24.95,762,698,breakdown
2024-05-12,C,Line-4,408.0,309.5,98.5,40.18,470,428,material_shortage
2024-05-13,A,Line-1,480.0,456.3,23.7,29.92,875,823,setup
2024-05-13,A,Line-2,480.0,426.5,53.5,34.86,745,655,power_outage
2024-05-13,A,Line-3,480.0,450.4,29.6,24.7,1111,1048,material_shortage
2024-05-13,C,Line-4,480.0,431.9,48.1,40.32,650,612,material_shortage
2024-05-14,C,Line-1,480.0,461.2,18.8,29.82,918,894,operator_break
2024-05-14,B,Line-2,480.0,402.1,77.9,35.07,703,634,quality_check
2024-05-14,A,Line-3,480.0,439.0,41.0,25.43,1043,954,material_shortage
2024-05-14,C,Line-4,480.0,440.7,39.3,39.74,639,603,setup
2024-05-15,B,Line-1,480.0,459.3,20.7,30.08,941,901,power_outage
2024-05-15,A,Line-2,480.0,366.4,113.6,35.51,618,546,material_shortage
2024-05-15,A,Line-3,480.0,422.2,57.8,25.02,962,909,setup
2024-05-15,A,Line-4,480.0,475.2,4.8,39.75,721,673,material_shortage
2024-05-16,B,Line-1,480.0,458.1,21.9,30.49,901,843,maintenance
2024-05-16,A,Line-2,480.0,391.5,88.5,34.65,685,613,setup
2024-05-16,B,Line-3,480.0,414.3,65.7,25.04,947,865,quality_check
2024-05-16,C,Line-4,480.0,426.7,53.3,40.12,623,564,maintenance
2024-05-17,B,Line-1,480.0,446.4,33.6,30.36,880,827,operator_break
2024-05-17,A,Line-2,480.0,395.4,84.6,34.94,653,586,material_shortage
2024-05-17,B,Line-3,480.0,432.9,47.1,25.11,1009,929,setup
2024-05-17,B,Line-4,480.0,435.8,44.2,39.49,657,610,maintenance
2024-05-18,A,Line-1,408.0,332.0,76.0,30.09,644,593,material_shortage
2024-05-18,A,Line-2,408.0,294.7,113.3,34.57,526,485,operator_break
2024-05-18,C,Line-3,408.0,313.8,94.2,25.02,769,745,setup
2024-05-18,C,Line-4,408.0,320.7,87.3,39.36,472,434,setup
2024-05-19,B,Line-1,408.0,349.0,59.0,30.07,717,683,material_shortage
2024-05-19,B,Line-2,408.0,305.8,102.2,34.58,534,492,breakdown
2024-05-19,A,Line-3,408.0,302.1,105.9,25.39,705,647,maintenance
2024-05-19,A,Line-4,408.0,329.1,78.9,40.69,481,460,material_shortage
2024-05-20,B,Line-1,480.0,463.2,16.8,30.25,928,867,changeover
2024-05-20,A,Line-2,480.0,418.8,61.2,34.93,695,643,setup
2024-05-20,C,Line-3,480.0,407.6,72.4,24.67,952,857,changeover
2024-05-20,A,Line-4,480.0,439.5,40.5,40.04,691,636,quality_check
2024-05-21,A,Line-1,480.0,437.6,42.4,29.74,893,825,maintenance
2024-05-21,B,Line-2,480.0,411.7,68.3,35.58,719,661,changeover
2024-05-21,B,Line-3,480.0,420.6,59.4,25.09,1001,965,changeover
2024-05-21,B,Line-4,480.0,442.1,37.9,39.7,658,624,maintenance
2024-05-22,C,Line-1,480.0,448.4,31.6,30.03,919,851,material_shortage
2024-05-22,B,Line-2,480.0,402.4,77.6,35.63,676,599,operator_break
2024-05-22,C,Line-3,480.0,406.1,73.9,25.38,953,868,maintenance
2024-05-22,C,Line-4,480.0,444.3,35.7,39.62,667,623,maintenance
2024-05-23,B,Line-1,480.0,458.5,21.5,30.37,897,864,setup
2024-05-23,A,Line-2,480.0,420.8,59.2,34.93,737,676,material_shortage
2024-05-23,A,Line-3,480.0,441.2,38.8,24.77,1091,1030,setup
2024-05-23,C,Line-4,480.0,450.3,29.7,39.87,696,654,material_shortage
2024-05-24,A,Line-1,480.0,453.3,26.7,29.47,948,878,operator_break
2024-05-24,B,Line-2,480.0,367.2,112.8,34.83,601,562,maintenance
2024-05-24,B,Line-3,480.0,425.4,54.6,24.96,1050,973,power_outage
2024-05-24,C,Line-4,480.0,439.6,40.4,40.7,625,605,maintenance
2024-05-25,C,Line-1,408.0,317.9,90.1,30.47,648,599,breakdown
2024-05-25,A,Line-2,408.0,281.9,126.1,35.41,481,436,breakdown
2024-05-25,B,Line-3,408.0,291.3,116.7,25.27,674,625,maintenance
2024-05-25,A,Line-4,408.0,315.7,92.3,40.2,450,422,maintenance
2024-05-26,C,Line-1,408.0,339.8,68.2,30.31,693,678,setup
2024-05-26,C,Line-2,408.0,291.0,117.0,34.65,480,459,quality_check
2024-05-26,C,Line-3,408.0,310.9,97.1,25.23,722,703,power_outage
2024-05-26,C,Line-4,408.0,339.0,69.0,39.92,525,511,operator_break
2024-05-27,C,Line-1,480.0,429.9,50.1,29.84,874,826,setup
2024-05-27,B,Line-2,480.0,385.1,94.9,35.26,672,595,material_shortage
2024-05-27,B,Line-3,480.0,421.5,58.5,25.34,961,914,setup
2024-05-27,C,Line-4,480.0,445.6,34.4,40.23,657,621,quality_check
2024-05-28,A,Line-1,480.0,455.6,24.4,30.52,869,825,changeover
2024-05-28,C,Line-2,480.0,397.2,82.8,34.81,701,664,maintenance
2024-05-28,A,Line-3,480.0,447.0,33.0,25.33,1013,913,operator_break
2024-05-28,A,Line-4,480.0,444.9,35.1,39.5,677,623,quality_check
2024-05-29,A,Line-1,480.0,438.1,41.9,30.09,888,856,operator_break
2024-05-29,B,Line-2,480.0,375.1,104.9,34.86,635,571,power_outage
2024-05-29,B,Line-3,480.0,455.9,24.1,25.34,1069,973,maintenance
2024-05-29,B,Line-4,480.0,433.2,46.8,39.54,674,652,setup
2024-05-30,B,Line-1,480.0,438.7,41.3,30.11,875,852,material_shortage
2024-05-30,C,Line-2,480.0,356.0,124.0,34.74,631,592,changeover
2024-05-30,A,Line-3,480.0,405.8,74.2,24.96,942,855,changeover
2024-05-30,C,Line-4,480.0,442.6,37.4,39.35,668,659,maintenance
2024-05-31,A,Line-1,480.0,444.1,35.9,30.24,909,813,quality_check
2024-05-31,B,Line-2,480.0,397.9,82.1,34.41,663,605,material_shortage
2024-05-31,B,Line-3,480.0,398.6,81.4,25.15,960,862,maintenance
2024-05-31,A,Line-4,480.0,437.1,42.9,39.71,664,618,maintenance
2024-06-01,B,Line-1,408.0,347.2,60.8,30.11,692,637,material_shortage
2024-06-01,B,Line-2,408.0,295.7,112.3,34.97,519,479,setup
2024-06-01,C,Line-3,408.0,286.8,121.2,25.06,685,647,breakdown
2024-06-01,C,Line-4,408.0,328.0,80.0,39.59,485,455,maintenance
2024-06-02,B,Line-1,408.0,350.2,57.8,29.78,712,659,material_shortage
2024-06-02,A,Line-2,408.0,298.0,110.0,34.92,493,434,changeover
2024-06-02,B,Line-3,408.0,310.9,97.1,25.24,720,688,breakdown
2024-06-02,C,Line-4,408.0,324.4,83.6,39.38,491,457,breakdown
2024-06-03,B,Line-1,480.0,459.2,20.8,30.15,958,921,quality_check
2024-06-03,C,Line-2,480.0,379.4,100.6,34.36,640,571,changeover
2024-06-03,A,Line-3,480.0,424.1,55.9,25.16,1027,988,material_shortage
2024-06-03,A,Line-4,480.0,445.9,34.1,40.24,647,607,power_outage
2024-06-04,A,Line-1,480.0,471.4,8.6,29.64,998,953,maintenance
2024-06-04,B,Line-2,480.0,396.1,83.9,34.77,676,613,material_shortage
2024-06-04,A,Line-3,480.0,421.2,58.8,24.78,975,923,material_shortage
2024-06-04,C,Line-4,480.0,449.5,30.5,39.56,670,626,setup
2024-06-05,C,Line-1,480.0,429.9,50.1,29.67,846,777,power_outage
2024-06-05,A,Line-2,480.0,385.5,94.5,34.59,644,599,maintenance
2024-06-05,A,Line-3,480.0,419.7,60.3,25.5,1034,936,changeover
2024-06-05,C,Line-4,480.0,448.5,31.5,40.72,635,601,changeover
2024-06-06,C,Line-1,480.0,466.4,13.6,29.76,963,956,quality_check
2024-06-06,B,Line-2,480.0,389.5,90.5,34.45,656,619,quality_check
2024-06-06,C,Line-3,480.0,409.2,70.8,24.53,959,901,setup
2024-06-06,A,Line-4,480.0,440.8,39.2,39.49,662,623,setup
2024-06-07,A,Line-1,480.0,475.2,4.8,29.9,976,961,maintenance
2024-06-07,A,Line-2,480.0,395.8,84.2,34.91,688,648,changeover
2024-06-07,C,Line-3,480.0,401.6,78.4,25.22,945,888,operator_break
2024-06-07,A,Line-4,480.0,429.1,50.9,40.46,637,594,maintenance
2024-06-08,A,Line-1,408.0,336.1,71.9,29.45,677,636,power_outage
2024-06-08,C,Line-2,408.0,278.4,129.6,34.73,496,456,material_shortage
2024-06-08,C,Line-3,408.0,324.5,83.5,25.15,742,697,breakdown
2024-06-08,C,Line-4,408.0,316.4,91.6,39.42,477,446,breakdown
2024-06-09,C,Line-1,408.0,356.7,51.3,29.79,729,718,setup
2024-06-09,C,Line-2,408.0,288.5,119.5,34.93,488,456,material_shortage
2024-06-09,A,Line-3,408.0,308.5,99.5,24.67,737,715,power_outage
2024-06-09,B,Line-4,408.0,329.3,78.7,40.34,485,458,maintenance
2024-06-10,B,Line-1,480.0,454.3,25.7,29.4,951,890,operator_break
2024-06-10,B,Line-2,480.0,374.8,105.2,35.54,616,565,operator_break
2024-06-10,A,Line-3,480.0,408.3,71.7,24.78,1001,974,setup
2024-06-10,B,Line-4,480.0,450.3,29.7,39.26,712,689,maintenance
2024-06-11,C,Line-1,480.0,456.3,23.7,29.59,905,896,maintenance
2024-06-11,B,Line-2,480.0,427.7,52.3,34.94,740,695,setup
2024-06-11,B,Line-3,480.0,415.4,64.6,25.34,940,885,setup
2024-06-11,C,Line-4,480.0,429.8,50.2,39.54,633,588,operator_break
2024-06-12,B,Line-1,480.0,452.5,27.5,30.35,913,864,changeover
2024-06-12,C,Line-2,480.0,378.3,101.7,34.8,628,574,quality_check
2024-06-12,A,Line-3,480.0,402.0,78.0,24.79,943,862,operator_break
2024-06-12,C,Line-4,480.0,444.0,36.0,40.18,657,598,material_shortage
2024-06-13,A,Line-1,480.0,460.4,19.6,29.48,918,869,maintenance
2024-06-13,B,Line-2,480.0,384.5,95.5,35.31,660,574,setup
2024-06-13,C,Line-3,480.0,441.5,38.5,24.54,1040,930,operator_break
2024-06-13,C,Line-4,480.0,450.1,29.9,40.5,695,629,operator_break
2024-06-14,A,Line-1,480.0,452.9,27.1,30.22,926,892,material_shortage
2024-06-14,B,Line-2,480.0,391.5,88.5,35.68,666,620,operator_break
2024-06-14,A,Line-3,480.0,427.0,53.0,25.36,1031,941,setup
2024-06-14,A,Line-4,480.0,435.1,44.9,39.68,659,613,material_shortage
2024-06-15,C,Line-1,408.0,335.4,72.6,29.98,671,622,changeover
2024-06-15,C,Line-2,408.0,287.0,121.0,34.76,508,447,power_outage
2024-06-15,C,Line-3,408.0,305.4,102.6,25.21,728,653,power_outage
2024-06-15,C,Line-4,408.0,311.7,96.3,39.73,488,440,changeover
2024-06-16,B,Line-1,408.0,331.0,77.0,29.79,646,610,material_shortage
2024-06-16,A,Line-2,408.0,315.2,92.8,34.52,526,501,quality_check
2024-06-16,C,Line-3,408.0,317.3,90.7,25.2,738,686,breakdown
2024-06-16,B,Line-4,408.0,337.6,70.4,39.28,491,482,breakdown
2024-06-17,B,Line-1,480.0,472.5,7.5,30.11,973,943,quality_check
2024-06-17,B,Line-2,480.0,413.1,66.9,35.36,722,642,changeover
2024-06-17,B,Line-3,480.0,421.1,58.9,24.6,1007,952,maintenance
2024-06-17,C,Line-4,480.0,429.2,50.8,40.58,642,629,material_shortage
2024-06-18,A,Line-1,480.0,472.2,7.8,29.99,903,844,operator_break
2024-06-18,A,Line-2,480.0,387.9,92.1,35.1,663,610,maintenance
2024-06-18,B,Line-3,480.0,419.8,60.2,24.9,1002,950,operator_break
2024-06-18,B,Line-4,480.0,435.9,44.1,40.5,651,635,operator_break
2024-06-19,B,Line-1,480.0,450.1,29.9,30.52,891,847,quality_check
2024-06-19,C,Line-2,480.0,391.7,88.3,34.92,660,602,quality_check
2024-06-19,C,Line-3,480.0,438.2,41.8,25.16,1002,949,changeover
2024-06-19,B,Line-4,480.0,463.9,16.1,40.26,688,633,quality_check
2024-06-20,B,Line-1,480.0,464.5,15.5,30.5,896,871,operator_break
2024-06-20,A,Line-2,480.0,410.9,69.1,35.16,701,652,changeover
2024-06-20,A,Line-3,480.0,413.1,66.9,25.32,965,933,changeover
2024-06-20,A,Line-4,480.0,456.7,23.3,40.2,695,654,operator_break
2024-06-21,C,Line-1,480.0,447.9,32.1,30.51,910,842,power_outage
2024-06-21,A,Line-2,480.0,405.9,74.1,35.21,667,622,quality_check
2024-06-21,C,Line-3,480.0,442.4,37.6,25.29,1060,966,setup
2024-06-21,B,Line-4,480.0,456.5,23.5,39.82,669,631,breakdown
2024-06-22,C,Line-1,408.0,337.0,71.0,30.06,663,645,operator_break
2024-06-22,B,Line-2,408.0,285.2,122.8,35.65,459,429,quality_check
2024-06-22,C,Line-3,408.0,303.8,104.2,24.97,747,721,breakdown
2024-06-22,B,Line-4,408.0,322.7,85.3,40.18,501,473,breakdown
2024-06-23,C,Line-1,408.0,324.6,83.4,30.55,656,626,breakdown
2024-06-23,A,Line-2,408.0,277.9,130.1,35.09,454,413,breakdown
2024-06-23,B,Line-3,408.0,308.8,99.2,24.98,713,656,changeover
2024-06-23,C,Line-4,408.0,329.5,78.5,40.57,463,437,setup
2024-06-24,A,Line-1,480.0,458.3,21.7,30.34,882,816,operator_break
2024-06-24,B,Line-2,480.0,401.1,78.9,34.5,727,648,operator_break
2024-06-24,A,Line-3,480.0,428.5,51.5,24.71,1064,966,quality_check
2024-06-24,A,Line-4,480.0,459.2,20.8,39.96,687,673,changeover
2024-06-25,C,Line-1,480.0,446.2,33.8,30.44,836,820,operator_break
2024-06-25,B,Line-2,480.0,398.0,82.0,35.64,643,597,material_shortage
2024-06-25,C,Line-3,480.0,413.6,66.4,25.3,956,900,operator_break
2024-06-25,A,Line-4,480.0,465.7,14.3,40.14,674,623,maintenance
2024-06-26,C,Line-1,480.0,461.1,18.9,29.89,927,900,material_shortage
2024-06-26,A,Line-2,480.0,396.0,84.0,34.33,663,629,quality_check
2024-06-26,C,Line-3,480.0,448.3,31.7,25.36,1021,964,changeover
2024-06-26,A,Line-4,480.0,446.6,33.4,39.38,658,612,quality_check
2024-06-27,A,Line-1,480.0,437.9,42.1,30.48,885,827,setup
2024-06-27,A,Line-2,480.0,407.8,72.2,34.84,736,659,maintenance
2024-06-27,A,Line-3,480.0,410.2,69.8,24.68,996,913,maintenance
